angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.28,"(571, 192, 153, 153)",0.0,0.01,0.0,0.61,0.09,0.0
0.28,"(572, 192, 153, 153)",0.0,0.01,0.01,0.65,0.05,0.0
0.23,"(572, 192, 153, 153)",0.0,0.02,0.03,0.58,0.09,0.05
0.3,"(576, 198, 149, 149)",0.0,0.06,0.02,0.35,0.14,0.13
0.18,"(575, 198, 150, 150)",0.0,0.04,0.02,0.49,0.11,0.16
0.18,"(576, 199, 149, 149)",0.0,0.05,0.01,0.5,0.13,0.12
0.16,"(575, 200, 148, 148)",0.0,0.03,0.01,0.67,0.09,0.04
0.13,"(571, 194, 153, 153)",0.0,0.02,0.0,0.56,0.29,0.0
0.11,"(571, 194, 153, 153)",0.0,0.01,0.0,0.44,0.43,0.0
0.12,"(570, 194, 153, 153)",0.0,0.01,0.0,0.48,0.39,0.0
0.11,"(570, 193, 153, 153)",0.0,0.01,0.0,0.57,0.31,0.0
0.21,"(574, 193, 148, 148)",0.0,0.03,0.0,0.55,0.2,0.01
0.22,"(572, 192, 151, 151)",0.0,0.02,0.0,0.46,0.3,0.0
0.27,"(573, 193, 149, 149)",0.0,0.02,0.0,0.36,0.34,0.0
0.19,"(577, 196, 146, 146)",0.0,0.03,0.0,0.31,0.47,0.0
0.17,"(577, 194, 149, 149)",0.0,0.03,0.0,0.36,0.43,0.01
0.23,"(577, 194, 147, 147)",0.0,0.03,0.0,0.21,0.53,0.0
0.2,"(577, 193, 148, 148)",0.0,0.03,0.0,0.31,0.46,0.0
0.17,"(577, 192, 149, 149)",0.0,0.02,0.0,0.42,0.38,0.0
0.2,"(571, 189, 152, 152)",0.0,0.02,0.0,0.39,0.39,0.0
0.19,"(581, 193, 142, 142)",0.0,0.03,0.0,0.25,0.54,0.0
0.11,"(577, 192, 148, 148)",0.0,0.03,0.0,0.41,0.44,0.0
0.13,"(578, 192, 147, 147)",0.0,0.03,0.0,0.47,0.37,0.01
0.12,"(575, 191, 147, 147)",0.0,0.02,0.0,0.32,0.54,0.0
0.11,"(574, 190, 148, 148)",0.0,0.02,0.0,0.39,0.48,0.0
0.11,"(574, 190, 148, 148)",0.0,0.02,0.0,0.4,0.47,0.0
0.1,"(574, 190, 148, 148)",0.0,0.02,0.0,0.36,0.52,0.0
0.09,"(574, 189, 149, 149)",0.0,0.02,0.0,0.38,0.5,0.0
0.08,"(575, 189, 148, 148)",0.0,0.01,0.0,0.29,0.61,0.0
0.11,"(573, 187, 150, 150)",0.0,0.01,0.0,0.29,0.59,0.0
0.09,"(574, 188, 149, 149)",0.0,0.01,0.0,0.28,0.62,0.0
0.08,"(575, 188, 149, 149)",0.0,0.01,0.0,0.33,0.57,0.0
0.07,"(574, 187, 149, 149)",0.0,0.01,0.0,0.28,0.63,0.0
0.08,"(574, 187, 149, 149)",0.0,0.01,0.0,0.29,0.63,0.0
0.06,"(576, 189, 147, 147)",0.0,0.01,0.0,0.24,0.69,0.0
0.05,"(577, 189, 147, 147)",0.0,0.01,0.0,0.19,0.75,0.0
0.05,"(577, 189, 147, 147)",0.0,0.01,0.0,0.19,0.75,0.0
0.05,"(577, 189, 147, 147)",0.0,0.01,0.0,0.2,0.74,0.0
0.06,"(577, 189, 147, 147)",0.0,0.01,0.0,0.21,0.73,0.0
0.06,"(577, 189, 147, 147)",0.0,0.01,0.0,0.23,0.69,0.0
0.05,"(576, 189, 148, 148)",0.0,0.02,0.0,0.29,0.64,0.0
0.07,"(576, 188, 148, 148)",0.0,0.01,0.0,0.26,0.66,0.0
0.07,"(576, 188, 148, 148)",0.0,0.01,0.0,0.26,0.66,0.0
0.07,"(576, 188, 148, 148)",0.0,0.01,0.0,0.27,0.64,0.0
0.06,"(576, 188, 148, 148)",0.0,0.01,0.0,0.23,0.7,0.0
0.06,"(576, 188, 148, 148)",0.0,0.01,0.0,0.2,0.73,0.0
0.05,"(576, 188, 148, 148)",0.0,0.01,0.0,0.23,0.72,0.0
0.04,"(577, 189, 147, 147)",0.0,0.01,0.0,0.2,0.75,0.0
0.03,"(577, 189, 147, 147)",0.0,0.01,0.0,0.24,0.71,0.0
0.03,"(577, 189, 147, 147)",0.0,0.01,0.0,0.25,0.71,0.0
0.03,"(577, 188, 148, 148)",0.0,0.01,0.0,0.25,0.71,0.0
0.02,"(577, 188, 148, 148)",0.0,0.01,0.0,0.28,0.68,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.23,0.72,0.0
0.03,"(578, 188, 147, 147)",0.0,0.02,0.0,0.23,0.73,0.0
0.04,"(578, 188, 146, 146)",0.0,0.01,0.0,0.18,0.77,0.0
0.04,"(578, 188, 146, 146)",0.0,0.01,0.0,0.16,0.78,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.23,0.72,0.0
0.03,"(578, 188, 147, 147)",0.0,0.02,0.0,0.26,0.7,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.24,0.71,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.24,0.71,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.24,0.72,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.23,0.73,0.0
0.03,"(579, 188, 147, 147)",0.0,0.01,0.0,0.25,0.7,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.24,0.72,0.0
0.03,"(579, 188, 146, 146)",0.0,0.01,0.0,0.21,0.75,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.21,0.75,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.21,0.75,0.0
0.03,"(579, 188, 146, 146)",0.0,0.01,0.0,0.18,0.77,0.0
0.03,"(579, 188, 147, 147)",0.0,0.01,0.0,0.25,0.7,0.0
0.04,"(579, 188, 146, 146)",0.0,0.01,0.0,0.19,0.77,0.0
0.03,"(578, 187, 148, 148)",0.0,0.01,0.0,0.24,0.72,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.22,0.74,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.21,0.74,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.2,0.76,0.0
0.03,"(578, 188, 147, 147)",0.0,0.01,0.0,0.21,0.75,0.0
0.03,"(579, 188, 146, 146)",0.0,0.01,0.0,0.18,0.77,0.0
0.03,"(579, 188, 146, 146)",0.0,0.01,0.0,0.18,0.78,0.0
0.02,"(578, 188, 147, 147)",0.0,0.01,0.0,0.21,0.76,0.0
0.02,"(578, 188, 147, 147)",0.0,0.01,0.0,0.25,0.72,0.0
0.03,"(578, 188, 147, 147)",0.0,0.02,0.0,0.23,0.72,0.0
0.04,"(579, 188, 146, 146)",0.0,0.02,0.0,0.18,0.76,0.0
0.04,"(578, 187, 147, 147)",0.0,0.02,0.0,0.25,0.7,0.0
0.03,"(577, 187, 148, 148)",0.0,0.01,0.0,0.28,0.68,0.0
0.04,"(578, 186, 148, 148)",0.0,0.01,0.0,0.26,0.69,0.0
0.06,"(577, 186, 148, 148)",0.0,0.01,0.0,0.31,0.62,0.0
0.05,"(577, 186, 149, 149)",0.0,0.01,0.0,0.3,0.64,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.36,0.58,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.37,0.56,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.36,0.58,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.35,0.58,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.36,0.57,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.38,0.55,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.41,0.52,0.0
0.09,"(576, 185, 150, 150)",0.0,0.01,0.0,0.38,0.52,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.44,0.5,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.36,0.58,0.0
0.06,"(577, 185, 150, 150)",0.0,0.01,0.0,0.36,0.57,0.0
0.07,"(577, 185, 150, 150)",0.0,0.01,0.0,0.35,0.57,0.0
0.1,"(577, 185, 149, 149)",0.0,0.01,0.0,0.27,0.63,0.0
0.12,"(577, 185, 149, 149)",0.0,0.01,0.0,0.28,0.6,0.0
0.1,"(577, 185, 150, 150)",0.0,0.01,0.0,0.38,0.51,0.0
0.09,"(577, 186, 149, 149)",0.0,0.01,0.0,0.43,0.46,0.0
0.03,"(577, 189, 148, 148)",0.0,0.01,0.0,0.29,0.67,0.0
0.03,"(578, 189, 147, 147)",0.0,0.01,0.0,0.2,0.76,0.0
0.02,"(578, 189, 146, 146)",0.0,0.01,0.0,0.15,0.82,0.0
0.03,"(577, 189, 147, 147)",0.0,0.01,0.0,0.17,0.8,0.0
0.04,"(577, 189, 147, 147)",0.0,0.01,0.0,0.19,0.76,0.0
0.04,"(577, 189, 147, 147)",0.0,0.01,0.0,0.19,0.76,0.0
0.04,"(576, 188, 148, 148)",0.0,0.01,0.0,0.24,0.71,0.0
0.03,"(576, 188, 149, 149)",0.0,0.01,0.0,0.33,0.63,0.0
0.03,"(576, 188, 149, 149)",0.0,0.01,0.0,0.31,0.65,0.0
0.03,"(576, 188, 149, 149)",0.0,0.01,0.0,0.32,0.64,0.0
0.03,"(576, 188, 148, 148)",0.0,0.01,0.0,0.24,0.72,0.0
0.04,"(575, 188, 148, 148)",0.0,0.01,0.0,0.26,0.69,0.0
0.04,"(575, 189, 147, 147)",0.0,0.01,0.0,0.22,0.72,0.0
0.03,"(577, 188, 149, 149)",0.0,0.01,0.0,0.42,0.55,0.0
0.09,"(575, 188, 149, 149)",0.0,0.02,0.0,0.47,0.42,0.0
0.16,"(581, 187, 143, 143)",0.0,0.03,0.0,0.54,0.26,0.01
0.17,"(575, 188, 150, 150)",0.0,0.03,0.0,0.53,0.24,0.02
0.15,"(576, 189, 150, 150)",0.0,0.06,0.0,0.54,0.18,0.07
0.26,"(574, 190, 151, 151)",0.0,0.07,0.0,0.35,0.18,0.13
0.15,"(574, 189, 154, 154)",0.0,0.07,0.0,0.55,0.14,0.07
0.15,"(574, 189, 153, 153)",0.0,0.04,0.01,0.57,0.14,0.1
0.14,"(575, 190, 152, 152)",0.0,0.03,0.0,0.58,0.21,0.04
0.13,"(576, 191, 152, 152)",0.0,0.02,0.0,0.69,0.11,0.03
