angry0,box0,disgust0,fear0,happy0,neutral0,sad0,surprise0
0.03,"(606, 206, 116, 116)",0.0,0.02,0.02,0.79,0.13,0.0
0.02,"(606, 206, 116, 116)",0.0,0.01,0.02,0.84,0.1,0.0
0.02,"(605, 204, 119, 119)",0.0,0.01,0.03,0.83,0.11,0.0
0.02,"(607, 206, 116, 116)",0.0,0.02,0.02,0.82,0.13,0.0
0.02,"(605, 204, 118, 118)",0.0,0.01,0.02,0.88,0.08,0.0
0.01,"(605, 204, 118, 118)",0.0,0.01,0.02,0.9,0.06,0.0
0.01,"(605, 204, 118, 118)",0.0,0.01,0.02,0.9,0.05,0.0
0.01,"(607, 206, 115, 115)",0.0,0.01,0.02,0.88,0.07,0.0
0.01,"(606, 205, 117, 117)",0.0,0.04,0.03,0.82,0.08,0.02
0.02,"(604, 205, 117, 117)",0.0,0.03,0.03,0.83,0.07,0.01
0.02,"(604, 205, 117, 117)",0.0,0.03,0.02,0.82,0.08,0.01
0.03,"(604, 205, 118, 118)",0.0,0.04,0.03,0.79,0.09,0.02
0.02,"(607, 204, 118, 118)",0.0,0.04,0.01,0.83,0.07,0.02
0.02,"(607, 204, 118, 118)",0.0,0.04,0.02,0.83,0.07,0.02
0.02,"(606, 204, 118, 118)",0.0,0.04,0.02,0.81,0.09,0.02
0.02,"(606, 204, 118, 118)",0.0,0.03,0.02,0.82,0.09,0.01
0.02,"(605, 203, 120, 120)",0.0,0.03,0.02,0.84,0.08,0.01
0.01,"(606, 205, 119, 119)",0.0,0.04,0.03,0.86,0.05,0.01
0.01,"(605, 205, 118, 118)",0.0,0.02,0.02,0.87,0.07,0.01
0.01,"(605, 205, 119, 119)",0.0,0.03,0.02,0.86,0.07,0.01
0.01,"(605, 205, 119, 119)",0.0,0.03,0.02,0.87,0.06,0.01
0.01,"(606, 206, 117, 117)",0.0,0.03,0.02,0.88,0.05,0.01
0.01,"(606, 204, 118, 118)",0.0,0.02,0.01,0.88,0.07,0.0
0.0,"(607, 204, 118, 118)",0.0,0.01,0.01,0.91,0.07,0.0
0.01,"(605, 204, 119, 119)",0.0,0.01,0.0,0.88,0.1,0.0
0.0,"(606, 203, 119, 119)",0.0,0.01,0.0,0.9,0.08,0.0
0.0,"(607, 204, 118, 118)",0.0,0.02,0.01,0.89,0.07,0.0
0.01,"(605, 202, 121, 121)",0.0,0.02,0.01,0.9,0.06,0.0
0.01,"(606, 203, 119, 119)",0.0,0.01,0.02,0.91,0.05,0.0
0.01,"(607, 204, 119, 119)",0.0,0.02,0.02,0.89,0.06,0.0
0.01,"(607, 205, 118, 118)",0.0,0.01,0.02,0.9,0.05,0.0
0.01,"(609, 207, 115, 115)",0.0,0.02,0.02,0.85,0.09,0.0
0.01,"(609, 207, 116, 116)",0.0,0.02,0.02,0.87,0.07,0.01
0.01,"(609, 208, 115, 115)",0.0,0.02,0.03,0.85,0.08,0.01
0.01,"(608, 208, 116, 116)",0.0,0.01,0.02,0.91,0.05,0.0
0.01,"(609, 209, 114, 114)",0.0,0.04,0.07,0.78,0.08,0.01
0.01,"(608, 208, 116, 116)",0.0,0.01,0.03,0.9,0.05,0.0
0.01,"(607, 206, 118, 118)",0.0,0.01,0.01,0.93,0.04,0.0
0.01,"(609, 208, 113, 113)",0.0,0.02,0.02,0.88,0.06,0.01
0.01,"(608, 207, 115, 115)",0.0,0.06,0.01,0.78,0.13,0.01
0.01,"(607, 206, 116, 116)",0.0,0.06,0.0,0.74,0.17,0.01
0.01,"(608, 207, 115, 115)",0.0,0.07,0.01,0.75,0.15,0.01
0.02,"(607, 207, 116, 116)",0.0,0.1,0.02,0.69,0.12,0.04
0.03,"(605, 206, 119, 119)",0.0,0.07,0.02,0.76,0.07,0.05
0.04,"(604, 206, 121, 121)",0.01,0.11,0.02,0.4,0.08,0.35
0.06,"(604, 206, 121, 121)",0.01,0.15,0.01,0.23,0.06,0.49
0.04,"(604, 207, 121, 121)",0.0,0.12,0.02,0.26,0.05,0.5
0.03,"(603, 206, 122, 122)",0.0,0.06,0.03,0.62,0.07,0.18
0.02,"(604, 206, 120, 120)",0.0,0.03,0.03,0.84,0.07,0.02
0.01,"(606, 209, 116, 116)",0.0,0.01,0.01,0.88,0.07,0.01
0.01,"(605, 209, 117, 117)",0.0,0.01,0.01,0.88,0.08,0.01
0.01,"(606, 209, 118, 118)",0.0,0.01,0.01,0.91,0.05,0.0
0.02,"(606, 213, 113, 113)",0.0,0.02,0.03,0.87,0.05,0.01
0.04,"(603, 206, 121, 121)",0.0,0.01,0.03,0.81,0.03,0.08
0.02,"(605, 210, 120, 120)",0.0,0.02,0.03,0.83,0.05,0.04
0.03,"(609, 212, 113, 113)",0.0,0.04,0.01,0.75,0.13,0.04
0.01,"(606, 210, 117, 117)",0.0,0.01,0.01,0.91,0.05,0.01
0.01,"(607, 210, 116, 116)",0.0,0.01,0.01,0.92,0.05,0.0
0.01,"(607, 210, 116, 116)",0.0,0.01,0.01,0.93,0.04,0.0
0.01,"(607, 210, 116, 116)",0.0,0.01,0.01,0.91,0.05,0.0
0.01,"(608, 211, 114, 114)",0.0,0.01,0.02,0.89,0.07,0.0
0.01,"(608, 211, 114, 114)",0.0,0.01,0.02,0.91,0.06,0.0
0.01,"(608, 211, 114, 114)",0.0,0.0,0.01,0.92,0.05,0.0
0.01,"(608, 210, 115, 115)",0.0,0.0,0.01,0.94,0.03,0.0
0.01,"(608, 210, 114, 114)",0.0,0.01,0.01,0.91,0.06,0.0
0.01,"(609, 210, 113, 113)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(609, 210, 113, 113)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(608, 211, 113, 113)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(608, 210, 114, 114)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(608, 210, 114, 114)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(608, 210, 114, 114)",0.0,0.01,0.01,0.9,0.07,0.0
0.01,"(609, 211, 112, 112)",0.0,0.01,0.01,0.87,0.1,0.0
0.01,"(609, 211, 112, 112)",0.0,0.01,0.01,0.89,0.08,0.0
